filename,text_type,avg_coherence,variance,num_sentence_pairs,top_5_highest,top_5_lowest
mixed_text_49,mixed,0.1997,0.0170,24,"(Neue Geschäftsmodelle 
Durch die Kombination von d... | Es gibt noch viele Abweichungen und Probleme bei d...) = 0.536; (Diese Studien beziehen sich auf unterschiedliche T... | Trotz des erkannten Potenzials und der vielen Vort...) = 0.494; (Gerade auch durch das Zeitalter der Digitalisierun... | Diese Studien beziehen sich auf unterschiedliche T...) = 0.399; (9  Das Konzept der Wertstoffchemie sieht vor, Rohs... | Die aufkommende  Lösung für dieses Problem kann nu...) = 0.397; (Auch verfügen Unternehmen nicht immer über eine au... | Da nun verstanden ist, welche Vorteile offene Plat...) = 0.322","(Wenn das blaue Papier fürs Zeichnen von Schatten u... | Digitization bezeichnet die Umwandlung analoger In...) = 0.093; (Dass dieses Auslassen, Umgehen, Umfahren eine eige... | Kinderund Jugendärztinnen und -ärzte aus allen 10 ...) = 0.093; (Kinderund Jugendärztinnen und -ärzte aus allen 10 ... | Gerade auch durch das Zeitalter der Digitalisierun...) = 0.096; (Digitization bezeichnet die Umwandlung analoger In... | Zwar haben Wasserkraftwerke den großen Vorteil, Gr...) = 0.096; (Kunden stellen häufig auch identische 
Fragen, die... | Diese  würden dann über einen Peer -to-peer  Energ...) = 0.097"
mixed_text_50,mixed,0.1619,0.0088,24,"(Die Analyse solcher großen Datenmengen birgt viel ... | Zu den allgemeinen 
Informationen in diesem Dokume...) = 0.470; (Zu den allgemeinen 
Informationen in diesem Dokume... | Das rasante Wachstum der chinesischen Volkswirtsch...) = 0.352; (KI kann in unter-
schiedlichsten Weisen in einem U... | Eine standardisierbare Unterteilung bzw. eine Inte...) = 0.276; (Doch lassen sich viele KI -Lösungen nur in  ihren ... | Wir stellen zunächst mit Bezug zur Vergleichenden ...) = 0.254; (Folglich hat sich, und das ist das erste Merkmal d... | Bei der extraktiven Rückgewinnung handelt es sich ...) = 0.221","(Die Ansicht über eine anschließend (früh-) funktio... | Auch chinesische Finanzinstitutionen wie die China...) = 0.093; (Eine standardisierbare Unterteilung bzw. eine Inte... | Im Mai 2020 formulierte der Ständige Ausschuss des...) = 0.093; (Das rasante Wachstum der chinesischen Volkswirtsch... | 2), einem der Rektoren der Académie Royale....) = 0.093; (Die Partei- und Staatsführung begann von der einse... | Die Ansicht über eine anschließend (früh-) funktio...) = 0.094; (Die für die Flockung notwendige pH-Anpassung ist a... | Kunden solcher Verfahren sind z....) = 0.094"
mixed_text_51,mixed,0.1801,0.0135,24,"(Laut der Studie von Pwc würden 37%
der Unternehmen... | In welcher Form die funktionelle Leistungsfähigkei...) = 0.580; (Hierbei sind, abhängig von der Spielerposition und... | Durch KI lassen sich Produkte und Dienstleistungen...) = 0.414; (Die Generell -KI soll nach Quellen bereits in Fors... | Die zunehmende wirtschaftliche Konkurrenz mit chin...) = 0.312; (KI ist nicht darauf beschränkt, dass sie auf einen... | Normalerweise gibt es eine Eingabe Schicht von Neu...) = 0.255; (Dieser „clash of capitalisms“ (Milanović 2020a), b... | Für 2014 bis 2017 lassen sich 64 % der chinesische...) = 0.254","(Somit bleibt fraglich, ob sich die Mutter
beim Kin... | Die USA waren seit dem Zweiten Weltkrieg die unums...) = 0.093; (Die zunehmende wirtschaftliche Konkurrenz mit chin... | Die Eltern hatten 5 Tage später leichte Hals- und ...) = 0.093; (Die USA waren seit dem Zweiten Weltkrieg die unums... | Hierbei sind, abhängig von der Spielerposition und...) = 0.093; (Normalerweise gibt es eine Eingabe Schicht von Neu... | Somit bleibt fraglich, ob sich die Mutter
beim Kin...) = 0.093; (In welcher Form die funktionelle Leistungsfähigkei... | Jedes
Neuron ist ein kleiner Speicher und die Neur...) = 0.096"
mixed_text_52,mixed,0.2115,0.0411,24,"(Die Aufgabe von agilen Dokumentationen ist es, das... | Die agile  Softwareentwicklung ist noch nicht mite...) = 0.784; (Dies kann man z.B. im Bereich der Robotik erkennen... | Anders ist es bei Sprachbots wie  Alexa, Siri oder...) = 0.703; (Die agile  Softwareentwicklung ist noch nicht mite... | Die US-Sanktionen zielen dabei insbesondere auf ch...) = 0.551; (Für 2025 prognostiziert das Unternehmen für Marktf... | Die Chatbot-KI kann mehrere Service Anfragen gleic...) = 0.519; (Die US-Sanktionen zielen dabei insbesondere auf ch... | Digitization bezeichnet die Umwandlung analoger In...) = 0.262","(3),[40] veranschaulicht dies anhand der aufwendig ... | Ungeachtet der Bedeutung von persönlichen Beziehun...) = 0.092; (Die chemische Zusammensetzung des erhaltenen Kupfe... | Vollständige Genesung nach einer Woche....) = 0.093; (Vollständige Genesung nach einer Woche.... | Durch Testdaten lernt die KI-Datensätze zu kategor...) = 0.093; (Wir konnten durch den eintragendenKJAdieMutterdeso... | Es gibt einige Lern-Algorithmen die man auf ein ne...) = 0.093; (Allerdings setzte die Regierung Biden auf eine akt... | [93] Pastellmalerei und Mobilität werden zu sich v...) = 0.094"
mixed_text_53,mixed,0.1363,0.0033,23,"(Wann die Forschung und Technologie dafür bereit se... | Ein positives Ethikvotum der Universität Witten/He...) = 0.314; (Die dritte Art von KI ist die Super -KI.... | Sie bedürfen leistungsfähiger Leiterplatten (PCBs;...) = 0.254; (Die im Energiesektor relevanteste KI -Technik 
bes... | Vergleichsuntersuchungen haben gezeigt, dass das h...) = 0.215; (Machine Learning bedeutet, wie der Name schon bein... | Diese Beziehungen zwischen den USA und China wurde...) = 0.201; (Die bis dato vorgeschlagenen Funktionstests beschr... | Obgleich eine materialtechnische Einschränkung – n...) = 0.172","(Klinisch
erkrankte niemand aus der Familie.... | Jede Sprint -Review schließt 
einen Sprint ab ....) = 0.092; (Weiterhin  unterstützt sie 
Entwickler, Manager, W... | Wann die Forschung und Technologie dafür bereit se...) = 0.093; (Diese freigesetzten 
Ressourcen helfen wiederum, d... | Weiterhin  unterstützt sie 
Entwickler, Manager, W...) = 0.093; (Während sich das Blau an den vormals durch eine Ra... | Hierbei werden bis zu 70 % des aufgetragenen Kupfe...) = 0.094; (Sie bedürfen leistungsfähiger Leiterplatten (PCBs;... | Während sich das Blau an den vormals durch eine Ra...) = 0.095"
mixed_text_54,mixed,0.1401,0.0131,24,"(Eine Kategorie der KI ist die wissensbasierte KI.... | Doch ist die Unternehmenskultur ein entscheidender...) = 0.560; (Zielführender ist es hingegen, von Transcycling zu... | Daraus entwickelt das  Projektteam den Sprint Back...) = 0.459; (Diese relative Trennung bedeutet, dass „die kapita... | Zielführender ist es hingegen, von Transcycling zu...) = 0.185; (Als Folge blieben die chinesischen Investitionsbes... | Eine Kategorie der KI ist die wissensbasierte KI....) = 0.162; (Doch ist die Unternehmenskultur ein entscheidender... | Dabei wird ein  einzelner Nutzer einer Solaranlage...) = 0.136","(Dennoch objektiviert er nur den Bewegungsumfang.... | Sie betrifft insbesondere die KPCh, mit ihren 95 M...) = 0.093; (Trotz der klaren Klassifikation unterliegen die ei... | Das chinesische Wirtschaftsmodell prägte auch die ...) = 0.093; (Dabei wird ein  einzelner Nutzer einer Solaranlage... | Aufgrund dieser Fragilität waren Versendungen von ...) = 0.093; (Hierbei handelte es sich überwiegend um Staatskonz... | Mitunter gibt es auch Konkurrenz zwischen einzelne...) = 0.093; (Das chinesische Wirtschaftsmodell prägte auch die ... | An der Fallzahlerfassung beteiligten sich
bisher 5...) = 0.093"
mixed_text_55,mixed,0.2279,0.0231,23,"(Dabei müssen 
mehrere große Veränderungen  gleichz... | Diese Deﬁnition enthält alle
wichtigen Punkte die ...) = 0.679; (Die Analyse solcher großen Datenmengen birgt viel ... | Dabei müssen 
mehrere große Veränderungen  gleichz...) = 0.570; (Diese Deﬁnition enthält alle wichtigen Punkte die ... | Die vorliegende Arbeit beschäftigt sich mit den Au...) = 0.421; (Hierzu gehören auch der chinesische Chiphersteller... | Demokratie wird durch diese „Besonderung des Staat...) = 0.382; (Da Arbeitnehmer beim Einsatz von KI erhebliche Ver... | Für diese Analyse beziehen wir u. a. Interviewdate...) = 0.283","(Diese  würden dann über einen Peer -to-peer  Energ... | Diese 5 Fälle hatten einen negativen Nasen-/ Rache...) = 0.100; (Dabei wird es vorrangig als Unterstützungsmittel z... | Gar 
nicht zu dokumentieren kostet  auf langfristi...) = 0.103; (Außerdem enthält  es auch 
Verweise auf kritische ... | Mit ihrem sanften Lächeln kommentiert Giroust-Rosl...) = 0.105; (Zusätzlich zu den quantitativen Angaben gab es vie... | Dabei wird es vorrangig als Unterstützungsmittel z...) = 0.106; (Für diese Analyse beziehen wir u. a. Interviewdate... | Das führt zu  Missverständnissen der Anforderungen...) = 0.112"
mixed_text_56,mixed,0.1692,0.0101,24,"(Viele KI -Anwendungen im Energiebereich trainieren... | Der globale Markt für KI -basierte 
Dienstleistung...) = 0.441; (5.Kapite l: Zukunft der agilen Softwareentwicklung... | Einmal die Eingabeschicht, die für den Input zustä...) = 0.393; (Nicht zu vergessen sind die hohen Kosten, die oft ... | Viele KI -Anwendungen im Energiebereich trainieren...) = 0.373; (Produkte und Services  Vor allem die ‚Digitization... | Deshalb ist eine Eigenschaft, dass das Problem was...) = 0.290; (Für den Zeitraum bis 2024 wird angenommen, dass si... | Auswendig lernen ist für ML uninteressant, da Rech...) = 0.237","(Die für die Flockung notwendige pH-Anpassung ist a... | In der Folge forcierten viele Maßnahmen ein Re-Bal...) = 0.092; (Diese freigesetzten  Ressourcen helfen wiederum, d... | Die für die Flockung notwendige pH-Anpassung ist a...) = 0.092; (Sie forcierten ausländische Direktinvestitionen, d... | Der dritte Schritt ist die Besprechung des  Arbeit...) = 0.093; (Deshalb ist eine Eigenschaft, dass das Problem was... | Der Anteil an positiven PCR-Tests zu
der Gesamtzah...) = 0.093; (Aktuell kommen die meisten Verbrauch er mit einem ... | Diese Roboter sind den Braitenberg-Vehikeln von Ps...) = 0.093"
mixed_text_57,mixed,0.1713,0.0282,24,"(Diese Veränderungen müssen daher zwingend im Unter... | Denn diese möchten oftmals neue KI -Lösungen in 
b...) = 0.766; (Neue Geschäftsmodelle 
Durch die Kombination von d... | Hierbei muss insbesondere auf das individuelle Lei...) = 0.558; (In  Anwendungen wie Google Maps oder auch in Sprac... | Eingesetzt wird dieses System um automatisch Aussa...) = 0.461; (Viele KI -Anwendungen im Energiebereich trainieren... | Neue Geschäftsmodelle 
Durch die Kombination von d...) = 0.189; (Man kann sie etwas Fragen oder eine Anweisung gebe... | Diese Veränderungen müssen daher zwingend im Unter...) = 0.142","(Hierbei muss insbesondere auf das individuelle Lei... | Sie forcierten ausländische Direktinvestitionen, d...) = 0.093; (Der Ausbau der Binnenwirtschaft und das technologi... | Man kann sie etwas Fragen oder eine Anweisung gebe...) = 0.093; (Der Anteil an positiven PCR-Tests zu
der Gesamtzah... | In welcher Form die funktionelle Leistungsfähigkei...) = 0.093; (Dieser speist das NN mit Daten und vergleicht den ... | Facebook vertritt die-
ses Geschäftsmodell, indem ...) = 0.093; (Auch deshalb ist China seit der Finanz- und Wirtsc... | [30] Im 16. Jahrhundert lassen Wasserzeichen auf i...) = 0.093"
mixed_text_58,mixed,0.1553,0.0162,24,"(Ziel ist es, einen genauen 
Einblick in die Welt d... | Im Folgenden schlagen wir den Begriff „hybrider Pa...) = 0.577; (Aber diese Chatbots werden immer besser was man au... | Ziel ist es, einen genauen 
Einblick in die Welt d...) = 0.479; (Im Folgenden schlagen wir den Begriff „hybrider Pa... | Maschinelles Lernen ist  unterteilt in drei Bereic...) = 0.382; (In Deutschland werden über 80 % der Kinder und Jug... | Aber diese Chatbots werden immer besser was man au...) = 0.156; (Vergleichsuntersuchungen haben gezeigt, dass das h... | Es treten in der gesamten agilen Methodik normale ...) = 0.151","(Die 5-köpfige Familie ist mehrfach getestet worden... | Die Zielsetzung bestand folglich nicht nur in eine...) = 0.092; (Wenn Sie zustim-
men, passt die Deﬁnition von John... | Es wurden mehr Kinder
getestet als die, bei denen ...) = 0.093; (Hierfür wurden je 5 g Probe als feines, trockenes ... | Technisch ist die Lösung für viele der Probleme du...) = 0.093; ([46] Hingegen weist das blaue Papier ihrer Kopie e... | Ein wichtiger Bestandteil davon ist ein NN entsche...) = 0.093; (Ein wichtiger Bestandteil davon ist ein NN entsche... | Wie sehr das Blau auch für La Tour eine Rolle spie...) = 0.093"
mixed_text_59,mixed,0.1058,0.0005,24,"(B. keine Google-Anwendungen mehr auf neuen Handymo... | Die Stakeholder sind über die Eigentumsgesamtkoste...) = 0.175; (Der  entscheidende Unterschied zur klassischen  Pr... | : printed circuit boards), weswegen die PCB-Produk...) = 0.157; (Auch im Bereich der Haftung ist noch nicht überall... | Um einen Leistungseinbruch durch Verletzungen und ...) = 0.149; (Deshalb programmiert man Bots oder Assistenten, di... | In diesem Raum beﬁndet sich eine Lichtquelle und m...) = 0.124; (Die Stakeholder sind über die Eigentumsgesamtkoste... | Dazu  kommt, dass dies die Zahlen von der allgemei...) = 0.119","(Von marginalen Schritten zum Systemverhalten: Die ... | Weder
Schwester (Schnuller ausgetauscht)
noch Elte...) = 0.092; (Die meisten Großkonzerne weisen dabei enge Verbind... | in unbegrenzter Menge zur Verfügung....) = 0.093; (Die Chatbot-KI kann mehrere Service Anfragen gleic... | Die meisten Großkonzerne weisen dabei enge Verbind...) = 0.093; (: printed circuit boards), weswegen die PCB-Produk... | Der tatsächliche handballspezifische Ist-Zustand d...) = 0.093; (Nach dem Börsencrash folgten Kapitalabflüsse, die ... | Also 
die Anwender des Produkts bzw. die Stakehold...) = 0.093"
mixed_text_60,mixed,0.1384,0.0024,24,"(Sie  setzt hierbei gezielt auf offene Standards un... | KI macht Unternehmen und die industrielle Produkti...) = 0.261; (Diese  Änderungen sind notwendig, um die Anforderu... | Deshalb stellen sich die
Fragen, ob nicht alle Kin...) = 0.217; (KI macht Unternehmen und die industrielle Produkti... | Die Regulierungsinitiativen in den USA und der EU ...) = 0.214; (Die Regulierungsinitiativen in den USA und der EU ... | Diese  Änderungen sind notwendig, um die Anforderu...) = 0.207; (Hingegen sind die Chancen, die in Unternehmen durc... | Zudem müssen Risikofaktoren, die bereits vor der V...) = 0.193","(Die Karrierewege von Partei- und Staatsfunktionäre... | Die durchschnittliche Lebensdauer betrug dort 1958...) = 0.093; (Zwei Geschwisterkinder, nächtliches
Fieber und Hus... | Unternehmen 
sollten in den kommenden fünf bis zeh...) = 0.093; (Die duale Zirkulationsstrategie wird sogar als Geg... | Die Karrierewege von Partei- und Staatsfunktionäre...) = 0.093; (Als Testerweiterung könnte die Tensiomyografie (TM... | Die duale Zirkulationsstrategie wird sogar als Geg...) = 0.093; (Die durchschnittliche Lebensdauer betrug dort 1958... | Wir vertreten die These, dass die politischen Reak...) = 0.093"
mixed_text_61,mixed,0.1651,0.0242,24,"(Auch der Wegfall von bestehenden Geschäftsmodellen... | Denn nur mit diesem Verständnis kann die 
KI erfol...) = 0.759; (Hierbei 
gibt es grundsätzlich drei Kategorien: di... | Sie bestehen aus Neuronen und Synapsen also Verbin...) = 0.521; (Die Erweiterung der  Datenerfassung ist wichtig we... | Ein weiterer Unterschied  sind die Sprint Backlogs...) = 0.319; (Denn nur mit diesem Verständnis kann die 
KI erfol... | Dieser zeigt intrapersonelle Defizite (krank vs....) = 0.201; (Bei einer Projektübersicht 
handelt es sich um ein... | Die für die Flockung notwendige pH-Anpassung ist a...) = 0.170","(Eine solche Evaluation bedarf mehrerer konsekutive... | In China sind die Verwertungsinteressen der Untern...) = 0.092; (Hat weder Vater, Mutter noch die 1-jährige Schwest... | Auch
die Software AG verfolgt hierbei einen herste...) = 0.092; (Auch
die Software AG verfolgt hierbei einen herste... | Klinisch
erkrankte niemand aus der Familie....) = 0.092; (Auch die Software AG verfolgt hierbei einen herste... | Hat weder Vater, Mutter noch die 1-jährige Schwest...) = 0.092; (Diese Neuorientierung wurde von unterschiedlichen ... | Dabei kommt es zu einem Vergleich der erzielten Te...) = 0.093"
mixed_text_62,mixed,0.1245,0.0023,24,"(Durch KI lassen sich Produkte und Dienstleistungen... | Die TMG-Messung findet bereits in einem breiten Fe...) = 0.267; (Zuvor, im Sommer 2015, war es zu einem Börsencrash... | Bei den Auslandsinvestitionen stand die Parteiführ...) = 0.226; (Es gibt noch weitere spezifische Gebiete, die in d... | Hierzu ist zunächst ein staatstheoretischer Exkurs...) = 0.225; (Dabei lassen sich unterschiedliche Stränge ausmach... | Inzwischen wird dieser Vorgang auch rückwertig gen...) = 0.170; (Jede Sprint -Review schließt  einen Sprint ab .... | Die gegenwärtige Bezeichnung als „Second Life“ gre...) = 0.163","(Jahrhundert hinzugefügt wurden und von Künstler:in... | der Heilung eines Transplantats dienen sollte, her...) = 0.092; (konzentrische oder exzentrische Kraft, getestet.... | Diese Kapitalzuflüsse in die Anlagemärkte waren di...) = 0.092; (Hierzu ist zunächst ein staatstheoretischer Exkurs... | Jahrhundert hinzugefügt wurden und von Künstler:in...) = 0.093; (Die gegenwärtige Bezeichnung als „Second Life“ gre... | konzentrische oder exzentrische Kraft, getestet....) = 0.093; (Die Rührgeschwindigkeit wurde bei allen Rührern gl... | Darüber hinaus kontrollierten sie weitere wichtige...) = 0.093"
mixed_text_63,mixed,0.1474,0.0070,24,"(Zu den allgemeinen 
Informationen in diesem Dokume... | Zusammenhänge zwischen psychologischen Faktoren un...) = 0.396; (Um die Wichtigkeit der Datenanalyse zu untermauern... | Zwischen Wahrnehmung, Realität und dem Messbaren e...) = 0.349; (Dies hat den Nachteil im Extremfall zwei Stromquel... | Um die Wichtigkeit der Datenanalyse zu untermauern...) = 0.314; (Zwischen Wahrnehmung, Realität und dem Messbaren e... | Zur Überprüfung der dynamischen Stabilität werden ...) = 0.222; (Des Weiteren gilt es zu berücksichtigen, dass 1-Be... | Die Arbeit schließt mit einer 
Zusammenfassung und...) = 0.154","(Aufgrund dieser Fragilität waren Versendungen von ... | Die Stakeholder sind über die Eigentumsgesamtkoste...) = 0.093; (doppelt so häufig betroffen sind [14].... | Die verletzungsfreie Rückkehr zum alten Leistungsn...) = 0.093; (Die für die Flockung notwendige pH-Anpassung ist a... | Darüber, dass die erste Zeit nach einer Verletzung...) = 0.093; (Zusammenhänge zwischen psychologischen Faktoren un... | Aufgrund dieser Fragilität waren Versendungen von ...) = 0.093; (Die Arbeit schließt mit einer 
Zusammenfassung und... | Wettkampfdichte, Trainererwartungen, medialer Druc...) = 0.094"
mixed_text_64,mixed,0.2795,0.0396,24,"(Diese manifestiert sich in der Gründung von Partei... | Dieses Ziel wird allerdings nur von rund 2/3 der A...) = 0.693; (Es gibt auch Geschäftsmodelle die sich nur auf die... | Dadurch ist es möglich besser mit den Beschleunigu...) = 0.664; (Doch ist die Unternehmenskultur ein entscheidender... | Es gibt auch Geschäftsmodelle die sich nur auf die...) = 0.661; (Im folgenden wird Machine Learning analysiert.... | Dabei wird ein KI System beschrieben, was der mens...) = 0.594; (In der Scrum -Theorie sind User Storys ein fester ... | Daher muss vor Einführung der  KI analysiert werde...) = 0.502","(Das bedeutet aber auch, dass die Lebensspanne von ... | Jede Probe wurde zehnmal in deionisiertem Wasser g...) = 0.093; (Im Rahmen der Individualfallerfassung wurde bei 5 ... | Einmal die Eingabeschicht, die für den Input zustä...) = 0.093; (Dieses Ziel wird allerdings nur von rund 2/3 der A... | Im Rahmen der Individualfallerfassung wurde bei 5 ...) = 0.094; (Die Etablierung einer möglichst großen handballspe... | Vielmehr forciert der Parteistaat eine staatsgelei...) = 0.102; (Vielmehr forciert der Parteistaat eine staatsgelei... | Der am meisten genutzte ist der „Backpropagation-
...) = 0.106"
mixed_text_65,mixed,0.1571,0.0087,24,"(Die dritte Art von KI ist die Super -KI.... | Das Schema ordnet die Parameter in A (normal), B (...) = 0.467; (Diese relative Trennung bedeutet, dass „die kapita... | Die agile  Softwareentwicklung ist noch nicht mite...) = 0.329; (Ein wichtiger Bestandteil davon ist ein NN entsche... | 47% der Firmen nutzen KI-Chatbots oder können sich...) = 0.280; (Zielführender ist es hingegen, von Transcycling zu... | Diese relative Trennung bedeutet, dass „die kapita...) = 0.257; (Die vorliegende Arbeit beschäftigt sich mit den Au... | Die aktuelle Studienlage deutet darauf
hin, dass K...) = 0.253","(So wandte sie sich ab den 1820er Jahren in dieser ... | Gar 
nicht zu dokumentieren kostet  auf langfristi...) = 0.093; (Das Schema ordnet die Parameter in A (normal), B (... | So wandte sie sich ab den 1820er Jahren in dieser ...) = 0.093; (Darüber hinaus kontrollierten sie weitere wichtige... | Dies wird so lange wiederholt bis der Annäherungsw...) = 0.093; (Hierfür wurden je 5 g Probe als feines, trockenes ... | Weiterhin sollte untersucht werden, ob und inwiewe...) = 0.093; (Das Problem der Koordination 
vieler dezentraler P... | Das 2-bündelige vordere Kreuzband (VKB) als wichti...) = 0.094"
mixed_text_66,mixed,0.1393,0.0088,24,"(„Google Translate“ ist eine freie Übersetzungssoft... | Durch diese Unwissenheit werden Punkte wie Kontrol...) = 0.508; (Um das erreicht werden kann müssen Unternehmen ihr... | Diese manifestiert sich in der Gründung von Partei...) = 0.288; (Digitale  Produkte, Services und Prozesse werden g... | Es ist jedoch auch 
zwingend notwendig , weiter an...) = 0.276; (Es ist jedoch auch 
zwingend notwendig , weiter an... | „Google Translate“ ist eine freie Übersetzungssoft...) = 0.194; (CFIUS verhinderte nach der Reform zudem verschiede... | Um das erreicht werden kann müssen Unternehmen ihr...) = 0.172","(Jedes
Neuron ist ein kleiner Speicher und die Neur... | Neben der dynamischen Binnenwirtschaft spielten de...) = 0.092; (Dies ist ein Modell, bei dem der Verbrauch als ein... | Nach den Turbulenzen der globalen Finanz- und Wirt...) = 0.093; (Aktuell kommen die meisten Verbrauch er mit einem ... | konzentrische oder exzentrische Kraft, getestet....) = 0.093; (Ungeachtet der Bedeutung von persönlichen Beziehun... | Trotz dieser Erkenntnis zählt Handball in Deutschl...) = 0.093; (Die 
Nutzerdaten können dabei helfen den Nutzen de... | Eine solche Evaluation bedarf mehrerer konsekutive...) = 0.093"
mixed_text_67,mixed,0.1656,0.0067,24,"(Ein erster konkreter Schritt besteht hier in der G... | Eine einfache 
Dokumentation, wie beispielsweise n...) = 0.348; (Können weiße Papiere gerade deshalb als besondere ... | Außerdem setzen agile  Dokumente voraus,  dass sie...) = 0.296; (Dabei kommt es zu einem Vergleich der erzielten Te... | Nur anhand wertvoller Daten kann die KI dementspre...) = 0.291; (Der nachfolgende Beitrag soll den aktuellen Forsch... | In der Vergleichenden Politischen Ökonomie fragen ...) = 0.262; (4  
Der Zyklus erstreckt sich von der Produktidee,... | Größtenteils sind sie in Krankenhäusern und Arztpr...) = 0.260","(Es ist aus  jedem Fachbereich, der wichtig für die... | Für 2025 prognostiziert das Unter-
nehmen für Mark...) = 0.093; (Die Staatsgewerkschaften haben nur geringen betrie... | Er hilft dem Team bei Problemstellungen und sorgt ...) = 0.093; (3) – große Summen ins Ausland verschoben wurden.... | Auf etlichen Selbstbildnissen von Pastellmaler:inn...) = 0.093; (Er hilft dem Team bei Problemstellungen und sorgt ... | Können weiße Papiere gerade deshalb als besondere ...) = 0.095; (Mit 15,2 % an Sportverletzungen im Vereinssport li... | 4  
Der Zyklus erstreckt sich von der Produktidee,...) = 0.095"
mixed_text_68,mixed,0.1480,0.0061,24,"(Nun gibt es Kategorisierungen für Geschäftsmodelle... | Der  Fokus richtet sich auf die Konvertierung der ...) = 0.376; (Darüber hinaus stellt die unzureichende IT -Infras... | Chinesische Unternehmen waren lange Zeit ausschlie...) = 0.368; (Chinesische Unternehmen waren lange Zeit ausschlie... | Nun gibt es Kategorisierungen für Geschäftsmodelle...) = 0.237; (Momentan gibt es vier große KI -Verfahren , die ma... | So wird versucht, ein ausgeglichenes Stromnetz für...) = 0.234; (Für die Auswertung wurde das optische Modell Fraun... | Der Anteil an positiven PCR-Tests zu der Gesamtzah...) = 0.166","(Der Anteil an positiven PCR-Tests zu der Gesamtzah... | Sie wollen,  dass das Projekt  im Falle einer Soft...) = 0.092; (Zusammenfassend belegen die verfügbaren Daten, das... | Die Zielsetzung bestand folglich nicht nur in eine...) = 0.093; (Doch auch wenn farbige und farbig grundierte Papie... | Für die Auswertung wurde das optische Modell Fraun...) = 0.093; (Ein weiteres Beispiel ist eine  Person, die  an de... | Ein stimmiges und überzeugendes Helldunkel konnte ...) = 0.094; (Sie wollen,  dass das Projekt  im Falle einer Soft... | In der Folge forcierten viele Maßnahmen ein Re-Bal...) = 0.096"
mixed_text_69,mixed,0.1789,0.0250,24,"(Bei einer Projektübersicht  handelt es sich um ein... | Durch Vorhersagen können Aspekte wie
Ressourcen-Ve...) = 0.660; (Da nun verstanden ist, welche Vorteile offene Plat... | Doch lassen sich viele KI -Lösungen nur in  ihren ...) = 0.657; (Jedoch ist das noch in weiter Ferne, da  der heuti... | Letzterer führte für das 17. Jahrhundert in Englan...) = 0.367; (Zusammenfassend lässt sich feststellen, dass das h... | Bei einer Projektübersicht  handelt es sich um ein...) = 0.308; (Diese Beziehungen zwischen den USA und China wurde... | Die Regierung verhängte daraufhin Ende 2016 neue P...) = 0.149","(Der verwendete
Fragebogen ist in .... | Die KJÄ wurden außerdem gebeten,
mutmaßliche Anste...) = 0.093; (Die Regierung verhängte daraufhin Ende 2016 neue P... | Im Gegensatz zu Mitarbeitern, welche nur eine Serv...) = 0.093; (Die KJÄ wurden außerdem gebeten,
mutmaßliche Anste... | Zum einen  für schnelle Suchvorgänge, zum anderen ...) = 0.093; (Weder Schwester (Schnuller ausgetauscht) noch Elte... | Vor allem das vordere Kreuzband weist eine hohe Ve...) = 0.093; (Letzterer führte für das 17. Jahrhundert in Englan... | Eine standardisierbare Unterteilung bzw. eine Inte...) = 0.095"
mixed_text_70,mixed,0.1512,0.0189,24,"(Für den Zeitraum bis 2024 wird angenommen, dass si... | Um die folgende Thematik zu verstehen, ist es eben...) = 0.705; (Demnach sollen auch die Produkte von ihren Mitbewe... | Für den Zeitraum bis 2024 wird angenommen, dass si...) = 0.467; (Chinas Weltmarktintegration war eine wichtige Vora... | Verschiedene Theoretiker:innen beobachteten aus ei...) = 0.191; ([92]

Auch wenn Elisabeth Vigée-Lebrun während ihr... | Dabei wird ein KI -
System beschrieben, was der me...) = 0.143; (Obwohl das Knie im Handballsport das am häufigsten... | Im Scrum -Projekt soll es nur wenige und einfache ...) = 0.136","(Zudem hatte China die USA bereits 2019 als größte ... | Jedes Neuron ist ein kleiner Speicher und die Neur...) = 0.093; (Für die Bestimmung der Basizität wurde ein Titrato... | Zudem hatte China die USA bereits 2019 als größte ...) = 0.093; (Dazu gehören John McCarthy, der Encyclopedia Brita... | Das Primäraluminium wird nach Ablauf seiner Nutzun...) = 0.093; (Auch verfügen Unternehmen nicht immer über eine au... | Chinas Weltmarktintegration war eine wichtige Vora...) = 0.094; (Die chemische Zusammensetzung des erhaltenen Kupfe... | Demnach sollen auch die Produkte von ihren Mitbewe...) = 0.094"
